geometry,crossroad_count,road_length,shop_count,residential_area,commercial_area,industrial_area,start_count,end_count
"POLYGON ((121.2891921454591 31.37118989262137, 121.2891921454591 31.37885950930489, 121.2802089926179 31.37885950930489, 121.2802089926179 31.37118989262137, 121.2891921454591 31.37118989262137))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.37885950930489, 121.2891921454591 31.38652849988624, 121.2802089926179 31.38652849988624, 121.2802089926179 31.37885950930489, 121.2891921454591 31.37885950930489))",0,1349.832497,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.38652849988624, 121.2891921454591 31.39419686427913, 121.2802089926179 31.39419686427913, 121.2802089926179 31.38652849988624, 121.2891921454591 31.38652849988624))",0,741.145581,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.39419686427913, 121.2891921454591 31.40186460239737, 121.2802089926179 31.40186460239737, 121.2802089926179 31.39419686427913, 121.2891921454591 31.39419686427913))",0,3268.164632,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.40186460239737, 121.2891921454591 31.40953171415478, 121.2802089926179 31.40953171415478, 121.2802089926179 31.40186460239737, 121.2891921454591 31.40186460239737))",0,3336.804373,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.40953171415478, 121.2891921454591 31.41719819946523, 121.2802089926179 31.41719819946523, 121.2802089926179 31.40953171415478, 121.2891921454591 31.40953171415478))",0,3385.539165,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.41719819946523, 121.2891921454591 31.42486405824267, 121.2802089926179 31.42486405824267, 121.2802089926179 31.41719819946523, 121.2891921454591 31.41719819946523))",0,3734.154661,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.42486405824267, 121.2891921454591 31.43252929040109, 121.2802089926179 31.43252929040109, 121.2802089926179 31.42486405824267, 121.2891921454591 31.42486405824267))",0,5607.021813,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.43252929040109, 121.2891921454591 31.44019389585451, 121.2802089926179 31.44019389585451, 121.2802089926179 31.43252929040109, 121.2891921454591 31.43252929040109))",0,4176.346945,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.44019389585451, 121.2891921454591 31.44785787451704, 121.2802089926179 31.44785787451704, 121.2802089926179 31.44019389585451, 121.2891921454591 31.44019389585451))",0,3301.249662,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.44785787451704, 121.2891921454591 31.45552122630282, 121.2802089926179 31.45552122630282, 121.2802089926179 31.44785787451704, 121.2891921454591 31.44785787451704))",6,8994.810477,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.45552122630282, 121.2891921454591 31.46318395112604, 121.2802089926179 31.46318395112604, 121.2802089926179 31.45552122630282, 121.2891921454591 31.45552122630282))",0,2641.425972,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.46318395112604, 121.2891921454591 31.47084604890096, 121.2802089926179 31.47084604890096, 121.2802089926179 31.46318395112604, 121.2891921454591 31.46318395112604))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.47084604890096, 121.2891921454591 31.47850751954186, 121.2802089926179 31.47850751954186, 121.2802089926179 31.47084604890096, 121.2891921454591 31.47084604890096))",0,0.0,0,78981.3559,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.47850751954186, 121.2891921454591 31.4861683629631, 121.2802089926179 31.4861683629631, 121.2802089926179 31.47850751954186, 121.2891921454591 31.47850751954186))",0,2148.032502,0,23247.89499,0.0,0.0,1,1
"POLYGON ((121.2891921454591 31.4861683629631, 121.2891921454591 31.49382857907909, 121.2802089926179 31.49382857907909, 121.2802089926179 31.4861683629631, 121.2891921454591 31.4861683629631))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 30.98691269999999, 121.2981752983003 30.99461351064697, 121.2891921454591 30.99461351064697, 121.2891921454591 30.98691269999999, 121.2981752983003 30.98691269999999))",0,13253.51259,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 30.99461351064697, 121.2981752983003 31.00231369957163, 121.2891921454591 31.00231369957163, 121.2891921454591 30.99461351064697, 121.2981752983003 30.99461351064697))",0,10214.79641,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.00231369957163, 121.2981752983003 31.01001326668513, 121.2891921454591 31.01001326668513, 121.2891921454591 31.00231369957163, 121.2981752983003 31.00231369957163))",0,7810.11373,0,0.0,0.0,55902.93611,1,1
"POLYGON ((121.2981752983003 31.01001326668513, 121.2981752983003 31.01771221189863, 121.2891921454591 31.01771221189863, 121.2891921454591 31.01001326668513, 121.2981752983003 31.01001326668513))",0,6772.743801,0,0.0,0.0,653967.9493,1,1
"POLYGON ((121.2981752983003 31.01771221189863, 121.2981752983003 31.02541053512337, 121.2891921454591 31.02541053512337, 121.2891921454591 31.01771221189863, 121.2981752983003 31.01771221189863))",0,0.0,0,0.0,0.0,985083.037,1,1
"POLYGON ((121.2981752983003 31.02541053512337, 121.2981752983003 31.03310823627063, 121.2891921454591 31.03310823627063, 121.2891921454591 31.02541053512337, 121.2981752983003 31.02541053512337))",0,6360.121356,0,0.0,0.0,150202.2165,1,1
"POLYGON ((121.2981752983003 31.03310823627063, 121.2981752983003 31.04080531525175, 121.2891921454591 31.04080531525175, 121.2891921454591 31.03310823627063, 121.2981752983003 31.03310823627063))",0,3437.827384,0,0.0,0.0,324463.8513,1,1
"POLYGON ((121.2981752983003 31.04080531525175, 121.2981752983003 31.04850177197812, 121.2891921454591 31.04850177197812, 121.2891921454591 31.04080531525175, 121.2981752983003 31.04080531525175))",0,992.213426,0,0.0,0.0,388768.0199,1,1
"POLYGON ((121.2981752983003 31.04850177197812, 121.2981752983003 31.05619760636117, 121.2891921454591 31.05619760636117, 121.2891921454591 31.04850177197812, 121.2981752983003 31.04850177197812))",0,7264.273352,0,0.0,0.0,955463.902,1,1
"POLYGON ((121.2981752983003 31.05619760636117, 121.2981752983003 31.0638928183124, 121.2891921454591 31.0638928183124, 121.2891921454591 31.05619760636117, 121.2981752983003 31.05619760636117))",0,14899.12534,0,0.0,0.0,683108.4482,1,1
"POLYGON ((121.2981752983003 31.0638928183124, 121.2981752983003 31.07158740774336, 121.2891921454591 31.07158740774336, 121.2891921454591 31.0638928183124, 121.2981752983003 31.0638928183124))",0,14644.4433,0,0.0,0.0,267108.7497,1,1
"POLYGON ((121.2981752983003 31.07158740774336, 121.2981752983003 31.07928137456562, 121.2891921454591 31.07928137456562, 121.2891921454591 31.07158740774336, 121.2981752983003 31.07158740774336))",0,4010.823053,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.07928137456562, 121.2981752983003 31.08697471869087, 121.2891921454591 31.08697471869087, 121.2891921454591 31.07928137456562, 121.2981752983003 31.07928137456562))",0,5236.771048,0,101817.3836,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.08697471869087, 121.2981752983003 31.09466744003078, 121.2891921454591 31.09466744003078, 121.2891921454591 31.08697471869087, 121.2981752983003 31.08697471869087))",0,9390.284315,0,508582.4767,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.09466744003078, 121.2981752983003 31.10235953849711, 121.2891921454591 31.10235953849711, 121.2891921454591 31.09466744003078, 121.2981752983003 31.09466744003078))",2,8948.662713,0,2734.69235,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.10235953849711, 121.2981752983003 31.11005101400166, 121.2891921454591 31.11005101400166, 121.2891921454591 31.10235953849711, 121.2981752983003 31.10235953849711))",0,8017.620606,0,106204.0056,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.11005101400166, 121.2981752983003 31.1177418664563, 121.2891921454591 31.1177418664563, 121.2891921454591 31.11005101400166, 121.2981752983003 31.11005101400166))",0,8843.882085,0,99931.99862,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.1177418664563, 121.2981752983003 31.12543209577293, 121.2891921454591 31.12543209577293, 121.2891921454591 31.1177418664563, 121.2981752983003 31.1177418664563))",0,1306.300947,1,65629.19487,0.0,117615.4801,1,1
"POLYGON ((121.2981752983003 31.12543209577293, 121.2981752983003 31.13312170186351, 121.2891921454591 31.13312170186351, 121.2891921454591 31.12543209577293, 121.2981752983003 31.12543209577293))",0,4412.621486,8,11457.9363,0.0,191429.0183,1,1
"POLYGON ((121.2981752983003 31.13312170186351, 121.2981752983003 31.14081068464005, 121.2891921454591 31.14081068464005, 121.2891921454591 31.13312170186351, 121.2981752983003 31.13312170186351))",0,7678.889035,1,0.0,0.0,1150168.446,3,2
"POLYGON ((121.2981752983003 31.14081068464005, 121.2981752983003 31.14849904401462, 121.2891921454591 31.14849904401462, 121.2891921454591 31.14081068464005, 121.2981752983003 31.14081068464005))",0,7335.503857,3,554083.6307,0.0,265961.5733,3,2
"POLYGON ((121.2981752983003 31.14849904401462, 121.2981752983003 31.15618677989934, 121.2891921454591 31.15618677989934, 121.2891921454591 31.14849904401462, 121.2981752983003 31.14849904401462))",0,13395.04569,14,675433.2298,0.0,14420.84698,4,2
"POLYGON ((121.2981752983003 31.15618677989934, 121.2981752983003 31.16387389220637, 121.2891921454591 31.16387389220637, 121.2891921454591 31.15618677989934, 121.2981752983003 31.15618677989934))",1,7939.154421,0,365475.8393,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.16387389220637, 121.2981752983003 31.17156038084794, 121.2891921454591 31.17156038084794, 121.2891921454591 31.16387389220637, 121.2981752983003 31.16387389220637))",0,2208.657071,3,491656.1155,14927.40887,0.0,1,3
"POLYGON ((121.2981752983003 31.17156038084794, 121.2981752983003 31.17924624573631, 121.2891921454591 31.17924624573631, 121.2891921454591 31.17156038084794, 121.2981752983003 31.17156038084794))",2,16969.11203,1,387315.5342,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.17924624573631, 121.2981752983003 31.18693148678382, 121.2891921454591 31.18693148678382, 121.2891921454591 31.17924624573631, 121.2981752983003 31.17924624573631))",7,5079.07326,0,481977.7098,0.0,0.0,11,7
"POLYGON ((121.2981752983003 31.18693148678382, 121.2981752983003 31.19461610390284, 121.2891921454591 31.19461610390284, 121.2891921454591 31.18693148678382, 121.2981752983003 31.18693148678382))",4,16341.6311,0,0.0,0.0,0.0,48,30
"POLYGON ((121.2981752983003 31.19461610390284, 121.2981752983003 31.2023000970058, 121.2891921454591 31.2023000970058, 121.2891921454591 31.19461610390284, 121.2981752983003 31.19461610390284))",1,20892.20775,1,130871.7531,0.0,0.0,13,18
"POLYGON ((121.2981752983003 31.2023000970058, 121.2981752983003 31.20998346600517, 121.2891921454591 31.20998346600517, 121.2891921454591 31.2023000970058, 121.2981752983003 31.2023000970058))",1,4609.097276,1,0.0,0.0,0.0,54,62
"POLYGON ((121.2981752983003 31.20998346600517, 121.2981752983003 31.21766621081351, 121.2891921454591 31.21766621081351, 121.2891921454591 31.20998346600517, 121.2981752983003 31.20998346600517))",0,14970.08201,0,170232.3885,0.0,45987.19343,6,14
"POLYGON ((121.2981752983003 31.21766621081351, 121.2981752983003 31.22534833134338, 121.2891921454591 31.22534833134338, 121.2891921454591 31.21766621081351, 121.2981752983003 31.21766621081351))",0,30233.81325,0,0.0,0.0,38865.78507,2,4
"POLYGON ((121.2981752983003 31.22534833134338, 121.2981752983003 31.23302982750743, 121.2891921454591 31.23302982750743, 121.2891921454591 31.22534833134338, 121.2981752983003 31.22534833134338))",0,11320.83476,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.23302982750743, 121.2981752983003 31.24071069921833, 121.2891921454591 31.24071069921833, 121.2891921454591 31.23302982750743, 121.2981752983003 31.23302982750743))",0,1737.660875,0,19817.58789,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.24071069921833, 121.2981752983003 31.24839094638885, 121.2891921454591 31.24839094638885, 121.2891921454591 31.24071069921833, 121.2981752983003 31.24071069921833))",0,3280.117168,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.24839094638885, 121.2981752983003 31.25607056893175, 121.2891921454591 31.25607056893175, 121.2891921454591 31.24839094638885, 121.2981752983003 31.24839094638885))",0,20068.50774,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.25607056893175, 121.2981752983003 31.26374956675991, 121.2891921454591 31.26374956675991, 121.2891921454591 31.25607056893175, 121.2981752983003 31.25607056893175))",0,16301.77334,0,0.0,0.0,0.0,1,5
"POLYGON ((121.2981752983003 31.26374956675991, 121.2981752983003 31.27142793978621, 121.2891921454591 31.27142793978621, 121.2891921454591 31.26374956675991, 121.2981752983003 31.26374956675991))",4,4976.441118,0,0.0,0.0,129000.7736,37,39
"POLYGON ((121.2981752983003 31.27142793978621, 121.2981752983003 31.27910568792358, 121.2891921454591 31.27910568792358, 121.2891921454591 31.27142793978621, 121.2981752983003 31.27142793978621))",0,2989.514394,1,0.0,0.0,0.0,5,3
"POLYGON ((121.2981752983003 31.27910568792358, 121.2981752983003 31.28678281108505, 121.2891921454591 31.28678281108505, 121.2891921454591 31.27910568792358, 121.2981752983003 31.27910568792358))",0,9960.937405,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.28678281108505, 121.2981752983003 31.29445930918367, 121.2891921454591 31.29445930918367, 121.2891921454591 31.28678281108505, 121.2981752983003 31.28678281108505))",0,3240.299276,0,0.0,0.0,0.0,1,2
"POLYGON ((121.2981752983003 31.29445930918367, 121.2981752983003 31.30213518213253, 121.2891921454591 31.30213518213253, 121.2891921454591 31.29445930918367, 121.2981752983003 31.29445930918367))",4,12198.77538,0,0.0,0.0,0.0,10,11
"POLYGON ((121.2981752983003 31.30213518213253, 121.2981752983003 31.3098104298448, 121.2891921454591 31.3098104298448, 121.2891921454591 31.30213518213253, 121.2981752983003 31.30213518213253))",0,17039.52953,0,32393.32055,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.3098104298448, 121.2981752983003 31.31748505223367, 121.2891921454591 31.31748505223367, 121.2891921454591 31.3098104298448, 121.2981752983003 31.3098104298448))",0,17712.25451,0,0.0,0.0,0.0,18,14
"POLYGON ((121.2981752983003 31.31748505223367, 121.2981752983003 31.32515904921241, 121.2891921454591 31.32515904921241, 121.2891921454591 31.31748505223367, 121.2981752983003 31.31748505223367))",0,23062.02038,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.32515904921241, 121.2981752983003 31.33283242069435, 121.2891921454591 31.33283242069435, 121.2891921454591 31.32515904921241, 121.2981752983003 31.32515904921241))",0,8430.642284,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.33283242069435, 121.2981752983003 31.34050516659284, 121.2891921454591 31.34050516659284, 121.2891921454591 31.33283242069435, 121.2981752983003 31.33283242069435))",0,3809.115439,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.34050516659284, 121.2981752983003 31.34817728682128, 121.2891921454591 31.34817728682128, 121.2891921454591 31.34050516659284, 121.2981752983003 31.34050516659284))",0,1260.499021,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.34817728682128, 121.2981752983003 31.35584878129317, 121.2891921454591 31.35584878129317, 121.2891921454591 31.34817728682128, 121.2981752983003 31.34817728682128))",0,3865.744927,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.35584878129317, 121.2981752983003 31.36351964992201, 121.2891921454591 31.36351964992201, 121.2891921454591 31.35584878129317, 121.2981752983003 31.35584878129317))",0,1822.460369,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.36351964992201, 121.2981752983003 31.37118989262137, 121.2891921454591 31.37118989262137, 121.2891921454591 31.36351964992201, 121.2981752983003 31.36351964992201))",0,3413.669892,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.37118989262137, 121.2981752983003 31.37885950930489, 121.2891921454591 31.37885950930489, 121.2891921454591 31.37118989262137, 121.2981752983003 31.37118989262137))",0,4722.916842,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.37885950930489, 121.2981752983003 31.38652849988624, 121.2891921454591 31.38652849988624, 121.2891921454591 31.37885950930489, 121.2981752983003 31.37885950930489))",0,4382.094484,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.38652849988624, 121.2981752983003 31.39419686427913, 121.2891921454591 31.39419686427913, 121.2891921454591 31.38652849988624, 121.2981752983003 31.38652849988624))",0,5479.128387,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.39419686427913, 121.2981752983003 31.40186460239737, 121.2891921454591 31.40186460239737, 121.2891921454591 31.39419686427913, 121.2981752983003 31.39419686427913))",0,7176.950626,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.40186460239737, 121.2981752983003 31.40953171415478, 121.2891921454591 31.40953171415478, 121.2891921454591 31.40186460239737, 121.2981752983003 31.40186460239737))",4,7350.311758,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.40953171415478, 121.2981752983003 31.41719819946523, 121.2891921454591 31.41719819946523, 121.2891921454591 31.40953171415478, 121.2981752983003 31.40953171415478))",4,8628.795328,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.41719819946523, 121.2981752983003 31.42486405824267, 121.2891921454591 31.42486405824267, 121.2891921454591 31.41719819946523, 121.2981752983003 31.41719819946523))",0,6338.625974,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.42486405824267, 121.2981752983003 31.43252929040109, 121.2891921454591 31.43252929040109, 121.2891921454591 31.42486405824267, 121.2981752983003 31.42486405824267))",0,4338.688863,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.43252929040109, 121.2981752983003 31.44019389585451, 121.2891921454591 31.44019389585451, 121.2891921454591 31.43252929040109, 121.2981752983003 31.43252929040109))",0,1579.564063,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.44019389585451, 121.2981752983003 31.44785787451704, 121.2891921454591 31.44785787451704, 121.2891921454591 31.44019389585451, 121.2981752983003 31.44019389585451))",0,1602.552441,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.44785787451704, 121.2981752983003 31.45552122630282, 121.2891921454591 31.45552122630282, 121.2891921454591 31.44785787451704, 121.2981752983003 31.44785787451704))",0,2642.247368,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.45552122630282, 121.2981752983003 31.46318395112604, 121.2891921454591 31.46318395112604, 121.2891921454591 31.45552122630282, 121.2981752983003 31.45552122630282))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.46318395112604, 121.2981752983003 31.47084604890096, 121.2891921454591 31.47084604890096, 121.2891921454591 31.46318395112604, 121.2981752983003 31.46318395112604))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.47084604890096, 121.2981752983003 31.47850751954186, 121.2891921454591 31.47850751954186, 121.2891921454591 31.47084604890096, 121.2981752983003 31.47084604890096))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.47850751954186, 121.2981752983003 31.4861683629631, 121.2891921454591 31.4861683629631, 121.2891921454591 31.47850751954186, 121.2981752983003 31.47850751954186))",0,2148.032502,0,0.0,0.0,0.0,1,1
"POLYGON ((121.2981752983003 31.4861683629631, 121.2981752983003 31.49382857907909, 121.2891921454591 31.49382857907909, 121.2891921454591 31.4861683629631, 121.2981752983003 31.4861683629631))",0,0.0,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 30.98691269999999, 121.3071584511415 30.99461351064697, 121.2981752983003 30.99461351064697, 121.2981752983003 30.98691269999999, 121.3071584511415 30.98691269999999))",0,30377.82578,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 30.99461351064697, 121.3071584511415 31.00231369957163, 121.2981752983003 31.00231369957163, 121.2981752983003 30.99461351064697, 121.3071584511415 30.99461351064697))",0,9384.827187,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.00231369957163, 121.3071584511415 31.01001326668513, 121.2981752983003 31.01001326668513, 121.2981752983003 31.00231369957163, 121.3071584511415 31.00231369957163))",0,9029.041821,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.01001326668513, 121.3071584511415 31.01771221189863, 121.2981752983003 31.01771221189863, 121.2981752983003 31.01001326668513, 121.3071584511415 31.01001326668513))",0,12551.96306,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.01771221189863, 121.3071584511415 31.02541053512337, 121.2981752983003 31.02541053512337, 121.2981752983003 31.01771221189863, 121.3071584511415 31.01771221189863))",0,4852.347878,0,0.0,0.0,239716.1741,1,1
"POLYGON ((121.3071584511415 31.02541053512337, 121.3071584511415 31.03310823627063, 121.2981752983003 31.03310823627063, 121.2981752983003 31.02541053512337, 121.3071584511415 31.02541053512337))",0,6334.195933,0,0.0,0.0,23478.30592,1,1
"POLYGON ((121.3071584511415 31.03310823627063, 121.3071584511415 31.04080531525175, 121.2981752983003 31.04080531525175, 121.2981752983003 31.03310823627063, 121.3071584511415 31.03310823627063))",0,5393.372339,0,0.0,0.0,63118.84977,1,1
"POLYGON ((121.3071584511415 31.04080531525175, 121.3071584511415 31.04850177197812, 121.2981752983003 31.04850177197812, 121.2981752983003 31.04080531525175, 121.3071584511415 31.04080531525175))",0,7539.152996,0,115403.6423,0.0,111441.0339,1,1
"POLYGON ((121.3071584511415 31.04850177197812, 121.3071584511415 31.05619760636117, 121.2981752983003 31.05619760636117, 121.2981752983003 31.04850177197812, 121.3071584511415 31.04850177197812))",0,12630.55969,0,41840.85176,0.0,212182.5723,1,1
"POLYGON ((121.3071584511415 31.05619760636117, 121.3071584511415 31.0638928183124, 121.2981752983003 31.0638928183124, 121.2981752983003 31.05619760636117, 121.3071584511415 31.05619760636117))",0,19420.58601,0,0.0,0.0,56809.49056,1,1
"POLYGON ((121.3071584511415 31.0638928183124, 121.3071584511415 31.07158740774336, 121.2981752983003 31.07158740774336, 121.2981752983003 31.0638928183124, 121.3071584511415 31.0638928183124))",0,19087.06363,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.07158740774336, 121.3071584511415 31.07928137456562, 121.2981752983003 31.07928137456562, 121.2981752983003 31.07158740774336, 121.3071584511415 31.07158740774336))",0,4408.7468,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.07928137456562, 121.3071584511415 31.08697471869087, 121.2981752983003 31.08697471869087, 121.2981752983003 31.07928137456562, 121.3071584511415 31.07928137456562))",0,1946.725507,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.08697471869087, 121.3071584511415 31.09466744003078, 121.2981752983003 31.09466744003078, 121.2981752983003 31.08697471869087, 121.3071584511415 31.08697471869087))",0,6176.699307,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.09466744003078, 121.3071584511415 31.10235953849711, 121.2981752983003 31.10235953849711, 121.2981752983003 31.09466744003078, 121.3071584511415 31.09466744003078))",0,6225.122946,0,0.0,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.10235953849711, 121.3071584511415 31.11005101400166, 121.2981752983003 31.11005101400166, 121.2981752983003 31.10235953849711, 121.3071584511415 31.10235953849711))",0,4871.490179,0,0.0,0.0,369351.7321,1,1
"POLYGON ((121.3071584511415 31.11005101400166, 121.3071584511415 31.1177418664563, 121.2981752983003 31.1177418664563, 121.2981752983003 31.11005101400166, 121.3071584511415 31.11005101400166))",0,11015.30472,0,0.0,0.0,741460.4125,1,1
"POLYGON ((121.3071584511415 31.1177418664563, 121.3071584511415 31.12543209577293, 121.2981752983003 31.12543209577293, 121.2981752983003 31.1177418664563, 121.3071584511415 31.1177418664563))",0,8680.951446,0,0.0,0.0,572571.0283,1,1
"POLYGON ((121.3071584511415 31.12543209577293, 121.3071584511415 31.13312170186351, 121.2981752983003 31.13312170186351, 121.2981752983003 31.12543209577293, 121.3071584511415 31.12543209577293))",1,10280.13158,0,179970.5254,0.0,98564.3469,1,2
"POLYGON ((121.3071584511415 31.13312170186351, 121.3071584511415 31.14081068464005, 121.2981752983003 31.14081068464005, 121.2981752983003 31.13312170186351, 121.3071584511415 31.13312170186351))",4,16542.29334,3,181090.2868,0.0,146480.9492,1,2
"POLYGON ((121.3071584511415 31.14081068464005, 121.3071584511415 31.14849904401462, 121.2981752983003 31.14849904401462, 121.2981752983003 31.14081068464005, 121.3071584511415 31.14081068464005))",1,6573.79437,2,449234.2789,0.0,106830.17,17,9
"POLYGON ((121.3071584511415 31.14849904401462, 121.3071584511415 31.15618677989934, 121.2981752983003 31.15618677989934, 121.2981752983003 31.14849904401462, 121.3071584511415 31.14849904401462))",0,6263.23493,11,762137.3585,0.0,0.0,15,14
"POLYGON ((121.3071584511415 31.15618677989934, 121.3071584511415 31.16387389220637, 121.2981752983003 31.16387389220637, 121.2981752983003 31.15618677989934, 121.3071584511415 31.15618677989934))",0,9435.924527,1,507721.7527,18716.30274,0.0,1,2
"POLYGON ((121.3071584511415 31.16387389220637, 121.3071584511415 31.17156038084794, 121.2981752983003 31.17156038084794, 121.2981752983003 31.16387389220637, 121.3071584511415 31.16387389220637))",0,2158.841108,0,709627.1015,6457.875836,0.0,1,1
"POLYGON ((121.3071584511415 31.17156038084794, 121.3071584511415 31.17924624573631, 121.2981752983003 31.17924624573631, 121.2981752983003 31.17156038084794, 121.3071584511415 31.17156038084794))",2,9572.882891,2,425967.7553,0.0,0.0,5,8
"POLYGON ((121.3071584511415 31.17924624573631, 121.3071584511415 31.18693148678382, 121.2981752983003 31.18693148678382, 121.2981752983003 31.17924624573631, 121.3071584511415 31.17924624573631))",0,3380.749114,0,492061.1855,0.0,0.0,14,14
"POLYGON ((121.3071584511415 31.18693148678382, 121.3071584511415 31.19461610390284, 121.2981752983003 31.19461610390284, 121.2981752983003 31.18693148678382, 121.3071584511415 31.18693148678382))",0,24164.08971,0,0.0,123.4410605,0.0,1,2
"POLYGON ((121.3071584511415 31.19461610390284, 121.3071584511415 31.2023000970058, 121.2981752983003 31.2023000970058, 121.2981752983003 31.19461610390284, 121.3071584511415 31.19461610390284))",1,35778.50313,1,0.0,48551.60304,0.0,15,7
"POLYGON ((121.3071584511415 31.2023000970058, 121.3071584511415 31.20998346600517, 121.2981752983003 31.20998346600517, 121.2981752983003 31.2023000970058, 121.3071584511415 31.2023000970058))",9,11460.48439,6,461127.5539,0.0,0.0,42,38
"POLYGON ((121.3071584511415 31.20998346600517, 121.3071584511415 31.21766621081351, 121.2981752983003 31.21766621081351, 121.2981752983003 31.20998346600517, 121.3071584511415 31.20998346600517))",8,20325.26602,12,536841.8985,0.0,0.0,36,30
"POLYGON ((121.3071584511415 31.21766621081351, 121.3071584511415 31.22534833134338, 121.2981752983003 31.22534833134338, 121.2981752983003 31.21766621081351, 121.3071584511415 31.21766621081351))",3,31386.4076,0,290688.1832,0.0,0.0,11,9
"POLYGON ((121.3071584511415 31.22534833134338, 121.3071584511415 31.23302982750743, 121.2981752983003 31.23302982750743, 121.2981752983003 31.22534833134338, 121.3071584511415 31.22534833134338))",0,14523.12698,0,417.576896,0.0,0.0,1,1
"POLYGON ((121.3071584511415 31.23302982750743, 121.3071584511415 31.24071069921833, 121.2981752983003 31.24071069921833, 121.2981752983003 31.23302982750743, 121.3071584511415 31.23302982750743))",0,17320.84474,0,274486.9763,0.0,0.0,1,2
"POLYGON ((121.3071584511415 31.24071069921833, 121.3071584511415 31.24839094638885, 121.2981752983003 31.24839094638885, 121.2981752983003 31.24071069921833, 121.3071584511415 31.24071069921833))",0,20029.92373,0,473304.6308,0.0,0.0,15,9
